lead_id,lead_profile,persona_profile,need_profile
4739,L1,P3,N2
4740,L3,P3,N1
4741,L1,P2,N2
4742,L1,P2,N1
4743,L2,P2,N3
4744,L1,P6,N2
4745,L1,P3,N1
4746,L1,P3,N2
4747,L2,P3,N1
4748,L1,P1,N2
4749,L6,P6,N2
4750,L3,P6,N1
4751,L1,P3,N1
4752,L1,P1,N1
4753,L2,P2,N2
4754,L3,P7,N2
4755,L1,P3,N1
4756,L3,P5,N1
4757,L3,P1,N3
4758,L2,P1,N1
4759,L4,P4,N1
4760,L1,P3,N2
4761,L6,P1,N1
4762,L5,P5,N3
4763,L1,P2,N1
4764,L1,P1,N3
4765,L3,P2,N1
4766,L5,P2,N1
4767,L1,P3,N1
4768,L1,P7,N3
4769,L1,P1,N2
4770,L5,P3,N1
4771,L1,P7,N3
4772,L2,P1,N1
4773,L1,P1,N1
4774,L6,P2,N1
4775,L4,P4,N3
4776,L1,P3,N1
4777,L2,P7,N1
4778,L5,P1,N3
4779,L4,P4,N2
4780,L1,P5,N1
4781,L5,P2,N2
4782,L1,P3,N1
4783,L1,P5,N1
4784,L1,P5,N1
4785,L1,P7,N2
4786,L5,P7,N2
4787,L2,P7,N1
4788,L1,P2,N1
4789,L2,P1,N1
4790,L2,P4,N2
4791,L3,P3,N2
4792,L5,P1,N2
4793,L4,P4,N3
4794,L6,P2,N3
4795,L2,P5,N3
4796,L1,P3,N2
4797,L2,P2,N1
4798,L6,P3,N2
4799,L2,P3,N1
4800,L1,P2,N1
4801,L2,P3,N1
4802,L1,P1,N1
4803,L6,P2,N2
4804,L1,P2,N3
4805,L6,P3,N1
4806,L1,P1,N3
4807,L6,P1,N2
4808,L1,P3,N1
4809,L1,P1,N1
4810,L1,P7,N1
4811,L1,P2,N3
4812,L2,P1,N1
4813,L3,P3,N3
4814,L3,P2,N1
4815,L1,P1,N2
4816,L1,P7,N1
4817,L3,P7,N1
4818,L5,P2,N3
4819,L1,P1,N1
4820,L1,P7,N3
4821,L1,P1,N2
4822,L6,P3,N1
4823,L2,P7,N2
4824,L2,P7,N1
4825,L2,P2,N3
4826,L6,P1,N1
4827,L3,P3,N1
4828,L2,P6,N1
4829,L1,P2,N3
4830,L1,P7,N3
4831,L2,P1,N1
4832,L2,P6,N1
4833,L1,P1,N3
4834,L1,P3,N1
4835,L1,P7,N1
4836,L4,P4,N2
4837,L2,P2,N1
4838,L3,P2,N3
4839,L1,P6,N2
4840,L1,P5,N1
4841,L1,P1,N3
4842,L1,P2,N1
4843,L5,P7,N2
4844,L1,P6,N2
4845,L6,P3,N2
4846,L6,P2,N1
4847,L1,P3,N2
4848,L1,P3,N1
4849,L2,P1,N3
4850,L2,P1,N1
4851,L1,P1,N3
4852,L3,P1,N1
4853,L2,P5,N1
4854,L2,P5,N1
4855,L1,P5,N3
4856,L1,P7,N3
4857,L4,P4,N2
4858,L2,P3,N1
4859,L1,P2,N2
4860,L1,P3,N1
4861,L1,P1,N2
4862,L1,P2,N1
4863,L1,P2,N3
4864,L2,P3,N2
4865,L1,P6,N1
4866,L1,P2,N2
4867,L1,P3,N1
4868,L1,P1,N1
4869,L3,P6,N1
4870,L4,P4,N1
4871,L1,P5,N1
4872,L5,P7,N2
4873,L1,P2,N2
4874,L3,P5,N1
4875,L1,P6,N3
4876,L2,P2,N3
4877,L1,P2,N1
4878,L5,P2,N1
4879,L1,P2,N3
4880,L5,P1,N1
4881,L6,P2,N3
4882,L4,P4,N3
4883,L2,P1,N2
4884,L2,P1,N3
4885,L5,P3,N3
4886,L1,P6,N1
4887,L1,P1,N2
4888,L1,P3,N3
4889,L1,P7,N3
4890,L5,P6,N1
4891,L1,P2,N1
4892,L5,P3,N2
4893,L3,P5,N2
4894,L3,P2,N3
4895,L1,P3,N1
4896,L6,P3,N2
4897,L4,P4,N1
4898,L1,P7,N3
4899,L3,P2,N2
4900,L1,P5,N3
4901,L1,P2,N1
4902,L1,P2,N1
4903,L1,P1,N1
4904,L3,P3,N3
4905,L1,P2,N1
4906,L6,P1,N3
4907,L1,P6,N3
4908,L6,P1,N2
4909,L1,P1,N1
4910,L2,P2,N1
4911,L3,P1,N2
4912,L4,P4,N1
4913,L1,P1,N1
4914,L6,P1,N2
4915,L1,P2,N1
4916,L4,P4,N2
4917,L1,P2,N2
4918,L3,P1,N1
4919,L2,P2,N1
4920,L1,P3,N1
4921,L1,P1,N1
4922,L6,P2,N1
4923,L4,P2,N2
4924,L3,P6,N1
4925,L5,P7,N3
4926,L1,P2,N2
4927,L1,P1,N1
4928,L6,P7,N2
4929,L3,P2,N1
4930,L4,P4,N1
4931,L3,P2,N3
4932,L6,P1,N1
4933,L1,P7,N1
4934,L5,P7,N3
4935,L3,P1,N3
4936,L6,P2,N2
4937,L1,P2,N2
4938,L3,P2,N2
4939,L1,P6,N2
4940,L1,P1,N1
4941,L1,P1,N3
4942,L4,P4,N2
4943,L2,P6,N1
4944,L6,P1,N1
4945,L1,P2,N1
4946,L6,P7,N1
4947,L2,P7,N3
4948,L4,P4,N1
4949,L1,P1,N3
4950,L2,P3,N1
4951,L2,P2,N1
4952,L1,P1,N3
4953,L4,P5,N1
4954,L2,P7,N2
4955,L2,P5,N2
4956,L4,P2,N2
4957,L3,P3,N1
4958,L2,P2,N1
4959,L1,P5,N2
4960,L1,P6,N1
4961,L3,P1,N1
4962,L1,P1,N1
4963,L2,P3,N2
4964,L2,P1,N3
4965,L6,P3,N2
4966,L4,P4,N2
4967,L1,P3,N1
4968,L2,P2,N3
4969,L2,P1,N3
4970,L2,P3,N1
4971,L1,P2,N1
4972,L1,P2,N3
4973,L1,P1,N3
4974,L2,P7,N1
4975,L1,P1,N1
4976,L6,P5,N3
4977,L1,P1,N2
4978,L1,P2,N1
4979,L4,P4,N2
4980,L2,P1,N2
4981,L3,P3,N1
4982,L1,P3,N2
4983,L4,P4,N2
4984,L2,P2,N2
4985,L1,P2,N3
4986,L5,P1,N2
4987,L2,P1,N2
4988,L1,P3,N2
4989,L1,P3,N1
4990,L1,P5,N1
4991,L5,P3,N3
4992,L4,P4,N2
4993,L4,P4,N1
4994,L3,P5,N1
4995,L1,P5,N1
4996,L5,P2,N1
4997,L1,P2,N3
4998,L1,P2,N2
4999,L3,P3,N1
5000,L3,P1,N2
