prediction_key,lead_id,stage,score_time,current_inquiry_id,current_spot_id,inquiry_number
L75:T2:I307,75,T2,2025-02-22T07:04:06.000Z,307,2796,3
L75:T2:I305,75,T2,2025-08-28T18:23:00.000Z,305,2418,4
L75:T2:I311,75,T2,2025-11-21T15:39:00.000Z,311,2238,5
L75:T2:I309,75,T2,2025-12-30T17:30:00.000Z,309,628,6
L75:T2:I310,75,T2,2026-04-23T09:11:00.000Z,310,44,7
L75:T2:I306,75,T2,2026-06-10T16:23:00.000Z,306,469,8
L76:T0,76,T0,2025-01-19T00:00:00.000Z,,,0
L76:T1:I317,76,T1,2025-01-21T09:57:15.000Z,317,2202,1
L76:T2:I312,76,T2,2025-01-22T08:41:38.000Z,312,2954,2
L76:T2:I315,76,T2,2025-01-24T20:54:25.000Z,315,2564,3
L76:T2:I314,76,T2,2025-01-29T11:07:22.000Z,314,2494,4
L76:T2:I316,76,T2,2025-01-29T17:28:32.000Z,316,828,5
L76:T2:I313,76,T2,2026-06-01T16:50:00.000Z,313,622,6
L77:T0,77,T0,2025-09-29T00:00:00.000Z,,,0
L77:T1:I318,77,T1,2025-09-30T17:05:05.000Z,318,1462,1
L77:T2:I320,77,T2,2025-10-09T13:57:55.000Z,320,1486,2
L77:T2:I319,77,T2,2026-06-02T13:22:00.000Z,319,2865,3
L78:T0,78,T0,2025-11-05T00:00:00.000Z,,,0
L78:T1:I323,78,T1,2025-11-16T13:09:27.000Z,323,2433,1
L78:T2:I322,78,T2,2025-11-16T16:39:35.000Z,322,482,2
L78:T2:I324,78,T2,2025-11-18T09:41:23.000Z,324,241,3
L78:T2:I325,78,T2,2026-03-03T12:59:00.000Z,325,2211,4
L78:T2:I327,78,T2,2026-03-14T20:17:00.000Z,327,2290,5
L78:T2:I326,78,T2,2026-05-12T17:11:00.000Z,326,2488,6
L78:T2:I321,78,T2,2026-05-29T13:23:00.000Z,321,561,7
L79:T0,79,T0,2025-05-06T00:00:00.000Z,,,0
L79:T1:I333,79,T1,2025-05-18T08:22:05.000Z,333,768,1
L79:T2:I331,79,T2,2025-05-19T12:37:14.000Z,331,2953,2
L79:T2:I330,79,T2,2025-05-19T20:24:20.000Z,330,2954,3
L79:T2:I329,79,T2,2025-06-23T14:43:00.000Z,329,2342,4
L79:T2:I328,79,T2,2025-09-25T16:59:00.000Z,328,2009,5
L79:T2:I332,79,T2,2026-01-21T20:16:00.000Z,332,767,6
L80:T0,80,T0,2025-05-24T00:00:00.000Z,,,0
L80:T1:I335,80,T1,2025-06-05T19:33:42.000Z,335,450,1
L80:T2:I334,80,T2,2025-06-14T13:51:00.000Z,334,1322,2
L80:T2:I336,80,T2,2026-03-15T07:30:00.000Z,336,2546,3
L81:T0,81,T0,2025-03-08T00:00:00.000Z,,,0
L81:T1:I338,81,T1,2025-03-20T15:32:54.000Z,338,874,1
L81:T2:I337,81,T2,2026-02-21T14:17:00.000Z,337,2993,2
L82:T0,82,T0,2026-03-19T00:00:00.000Z,,,0
L82:T1:I344,82,T1,2026-03-25T14:51:18.000Z,344,879,1
L82:T2:I343,82,T2,2026-03-26T13:57:38.000Z,343,323,2
L82:T2:I339,82,T2,2026-03-28T09:01:01.000Z,339,1014,3
L82:T2:I342,82,T2,2026-03-30T11:46:16.000Z,342,1337,4
L82:T2:I340,82,T2,2026-03-30T19:03:11.000Z,340,2080,5
L82:T2:I341,82,T2,2026-04-21T16:49:00.000Z,341,1925,6
L83:T0,83,T0,2025-10-14T00:00:00.000Z,,,0
L83:T1:I345,83,T1,2025-10-21T18:58:41.000Z,345,2748,1
L83:T2:I346,83,T2,2026-03-19T09:02:00.000Z,346,2274,2
L84:T0,84,T0,2026-02-23T00:00:00.000Z,,,0
L84:T1:I347,84,T1,2026-02-24T17:41:43.000Z,347,1702,1
L84:T2:I349,84,T2,2026-03-04T14:14:20.000Z,349,1080,2
L84:T2:I348,84,T2,2026-03-05T15:27:10.000Z,348,1179,3
L85:T0,85,T0,2025-09-05T00:00:00.000Z,,,0
L85:T1:I352,85,T1,2025-09-06T20:45:39.000Z,352,2772,1
L85:T2:I355,85,T2,2025-09-12T18:06:25.000Z,355,871,2
L85:T2:I351,85,T2,2025-09-13T18:48:40.000Z,351,679,3
L85:T2:I350,85,T2,2025-09-13T20:32:25.000Z,350,213,4
L85:T2:I354,85,T2,2026-01-01T18:38:00.000Z,354,230,5
L85:T2:I353,85,T2,2026-06-07T14:00:00.000Z,353,1917,6
L86:T0,86,T0,2025-04-25T00:00:00.000Z,,,0
L86:T1:I356,86,T1,2025-05-04T16:22:15.000Z,356,2749,1
L87:T0,87,T0,2025-09-06T00:00:00.000Z,,,0
L87:T1:I360,87,T1,2025-09-06T14:17:38.000Z,360,2673,1
L87:T2:I357,87,T2,2025-09-07T11:32:39.000Z,357,2069,2
L87:T2:I359,87,T2,2025-09-07T14:56:30.000Z,359,1930,3
L87:T2:I361,87,T2,2026-01-06T11:23:00.000Z,361,1234,4
L87:T2:I358,87,T2,2026-04-29T14:20:00.000Z,358,178,5
L88:T0,88,T0,2025-01-16T00:00:00.000Z,,,0
L88:T1:I362,88,T1,2025-01-24T16:25:40.000Z,362,1725,1
L88:T2:I363,88,T2,2025-06-30T09:10:00.000Z,363,1757,2
L88:T2:I365,88,T2,2025-08-17T15:41:00.000Z,365,2850,3
L88:T2:I367,88,T2,2025-12-26T09:22:00.000Z,367,480,4
L88:T2:I364,88,T2,2026-02-05T20:07:00.000Z,364,1704,5
L88:T2:I366,88,T2,2026-05-10T08:13:00.000Z,366,2886,6
L89:T0,89,T0,2025-07-27T00:00:00.000Z,,,0
L89:T1:I368,89,T1,2025-07-28T11:24:27.000Z,368,2959,1
L89:T2:I372,89,T2,2025-07-31T17:25:19.000Z,372,1923,2
L89:T2:I370,89,T2,2025-08-26T18:58:00.000Z,370,662,3
L89:T2:I371,89,T2,2025-10-12T07:20:00.000Z,371,1506,4
L89:T2:I369,89,T2,2026-04-29T09:48:00.000Z,369,1956,5
L90:T0,90,T0,2026-02-24T00:00:00.000Z,,,0
L90:T1:I373,90,T1,2026-03-12T13:30:00.000Z,373,2923,1
L91:T0,91,T0,2025-06-20T00:00:00.000Z,,,0
L91:T1:I375,91,T1,2025-06-23T07:53:29.000Z,375,752,1
L91:T2:I376,91,T2,2025-07-01T09:06:07.000Z,376,1566,2
L91:T2:I374,91,T2,2025-11-17T13:20:00.000Z,374,2707,3
L92:T0,92,T0,2026-06-14T00:00:00.000Z,,,0
L92:T1:I381,92,T1,2026-06-15T16:24:28.000Z,381,336,1
L92:T2:I378,92,T2,2026-06-16T10:31:34.000Z,378,2349,2
L92:T2:I382,92,T2,2026-06-16T20:48:22.000Z,382,2000,3
L92:T2:I379,92,T2,2026-06-17T10:37:08.000Z,379,1424,4
L92:T2:I380,92,T2,2026-06-18T18:57:32.000Z,380,458,5
L92:T2:I377,92,T2,2026-06-24T07:48:49.000Z,377,1872,6
L93:T0,93,T0,2025-01-16T00:00:00.000Z,,,0
L93:T1:I383,93,T1,2026-01-23T09:48:00.000Z,383,1290,1
L94:T0,94,T0,2025-05-25T00:00:00.000Z,,,0
L94:T1:I386,94,T1,2025-05-27T10:39:14.000Z,386,2199,1
L94:T2:I385,94,T2,2025-10-27T16:12:00.000Z,385,477,2
L94:T2:I387,94,T2,2026-01-22T07:53:00.000Z,387,2205,3
L94:T2:I388,94,T2,2026-01-29T07:49:00.000Z,388,1177,4
L94:T2:I384,94,T2,2026-02-16T17:32:00.000Z,384,509,5
L95:T0,95,T0,2025-11-20T00:00:00.000Z,,,0
L95:T1:I391,95,T1,2025-11-20T07:58:24.000Z,391,670,1
L95:T2:I393,95,T2,2025-11-21T14:55:18.000Z,393,1117,2
L95:T2:I392,95,T2,2025-11-26T10:46:21.000Z,392,2742,3
L95:T2:I389,95,T2,2025-11-27T10:50:35.000Z,389,374,4
L95:T2:I394,95,T2,2025-12-24T10:30:00.000Z,394,919,5
L95:T2:I396,95,T2,2026-03-29T18:51:00.000Z,396,1204,6
L95:T2:I390,95,T2,2026-05-06T16:31:00.000Z,390,995,7
L95:T2:I395,95,T2,2026-06-15T19:41:00.000Z,395,1153,8
L96:T0,96,T0,2025-06-10T00:00:00.000Z,,,0
L96:T1:I399,96,T1,2025-06-16T15:20:45.000Z,399,877,1
L96:T2:I402,96,T2,2025-07-03T16:18:00.000Z,402,2434,2
L96:T2:I403,96,T2,2025-09-01T16:20:00.000Z,403,2870,3
L96:T2:I397,96,T2,2025-11-01T09:30:00.000Z,397,148,4
L96:T2:I401,96,T2,2026-01-06T15:10:00.000Z,401,2520,5
L96:T2:I400,96,T2,2026-04-04T18:12:00.000Z,400,1424,6
L96:T2:I398,96,T2,2026-04-06T15:44:00.000Z,398,2206,7
L97:T0,97,T0,2026-05-13T00:00:00.000Z,,,0
L97:T1:I404,97,T1,2026-05-15T13:17:04.000Z,404,2309,1
L97:T2:I405,97,T2,2026-05-24T11:53:28.000Z,405,1800,2
L98:T0,98,T0,2025-02-12T00:00:00.000Z,,,0
L98:T1:I412,98,T1,2025-02-23T08:54:21.000Z,412,154,1
L98:T2:I410,98,T2,2025-02-24T10:01:34.000Z,410,1766,2
L98:T2:I409,98,T2,2025-02-26T09:32:00.000Z,409,1502,3
L98:T2:I411,98,T2,2025-07-08T16:59:00.000Z,411,464,4
L98:T2:I407,98,T2,2025-07-21T10:32:00.000Z,407,511,5
L98:T2:I408,98,T2,2025-08-11T19:40:00.000Z,408,2754,6
L98:T2:I406,98,T2,2025-09-02T09:52:00.000Z,406,457,7
L99:T0,99,T0,2025-09-25T00:00:00.000Z,,,0
L99:T1:I413,99,T1,2025-09-30T12:13:00.000Z,413,993,1
L100:T0,100,T0,2025-06-27T00:00:00.000Z,,,0
L100:T1:I418,100,T1,2025-06-30T18:16:36.000Z,418,693,1
L100:T2:I415,100,T2,2025-07-01T13:38:24.000Z,415,2693,2
L100:T2:I420,100,T2,2025-07-01T20:46:26.000Z,420,1142,3
L100:T2:I419,100,T2,2025-08-19T19:53:00.000Z,419,1691,4
L100:T2:I416,100,T2,2025-10-12T13:51:00.000Z,416,2945,5
L100:T2:I414,100,T2,2025-10-18T09:32:00.000Z,414,2995,6
L100:T2:I417,100,T2,2026-03-23T18:52:00.000Z,417,1918,7
L101:T0,101,T0,2025-06-10T00:00:00.000Z,,,0
L101:T1:I421,101,T1,2025-10-26T12:39:00.000Z,421,2686,1
L102:T0,102,T0,2025-02-01T00:00:00.000Z,,,0
L102:T1:I422,102,T1,2025-02-04T09:10:57.000Z,422,540,1
L102:T2:I423,102,T2,2025-02-14T12:18:41.000Z,423,460,2
L102:T2:I424,102,T2,2025-04-12T14:50:00.000Z,424,1791,3
L102:T2:I425,102,T2,2026-01-08T18:19:00.000Z,425,2166,4
L103:T0,103,T0,2025-06-18T00:00:00.000Z,,,0
L103:T1:I427,103,T1,2025-07-26T18:18:00.000Z,427,1664,1
L103:T2:I426,103,T2,2026-02-15T11:23:00.000Z,426,1391,2
L104:T0,104,T0,2025-01-24T00:00:00.000Z,,,0
L104:T1:I430,104,T1,2025-02-01T15:08:16.000Z,430,1605,1
L104:T2:I431,104,T2,2025-02-13T11:45:00.000Z,431,1754,2
L104:T2:I434,104,T2,2025-02-13T15:16:00.000Z,434,1641,3
L104:T2:I429,104,T2,2025-04-20T08:02:00.000Z,429,2979,4
L104:T2:I433,104,T2,2025-05-09T07:14:00.000Z,433,1301,5
L104:T2:I428,104,T2,2025-10-22T20:43:00.000Z,428,1053,6
L104:T2:I432,104,T2,2026-05-12T11:04:00.000Z,432,2129,7
L105:T0,105,T0,2025-05-23T00:00:00.000Z,,,0
L105:T1:I437,105,T1,2025-05-25T14:22:58.000Z,437,313,1
L105:T2:I436,105,T2,2025-06-04T11:26:28.000Z,436,1639,2
L105:T2:I438,105,T2,2025-08-24T08:23:00.000Z,438,1846,3
L105:T2:I435,105,T2,2026-06-08T08:41:00.000Z,435,1531,4
L106:T0,106,T0,2026-04-02T00:00:00.000Z,,,0
L106:T1:I442,106,T1,2026-04-06T18:18:30.000Z,442,1756,1
L106:T2:I440,106,T2,2026-04-10T19:54:02.000Z,440,1803,2
L106:T2:I439,106,T2,2026-04-12T07:52:14.000Z,439,1670,3
L106:T2:I441,106,T2,2026-04-13T19:14:44.000Z,441,1903,4
L107:T0,107,T0,2025-08-28T00:00:00.000Z,,,0
L107:T1:I445,107,T1,2025-08-29T08:17:25.000Z,445,1097,1
L107:T2:I444,107,T2,2025-09-03T08:06:32.000Z,444,2196,2
L107:T2:I446,107,T2,2025-09-06T10:11:12.000Z,446,1822,3
L107:T2:I443,107,T2,2025-10-21T14:03:00.000Z,443,787,4
L108:T0,108,T0,2025-05-25T00:00:00.000Z,,,0
L108:T1:I450,108,T1,2025-05-28T18:31:41.000Z,450,2140,1
L108:T2:I453,108,T2,2025-05-28T18:55:40.000Z,453,1737,2
L108:T2:I449,108,T2,2025-05-29T14:56:15.000Z,449,2285,3
L108:T2:I451,108,T2,2025-06-02T07:19:31.000Z,451,594,4
L108:T2:I452,108,T2,2025-06-06T10:23:00.000Z,452,1901,5
L108:T2:I447,108,T2,2025-11-05T07:04:00.000Z,447,1387,6
L108:T2:I448,108,T2,2026-04-30T17:07:00.000Z,448,1767,7
L109:T0,109,T0,2025-01-30T00:00:00.000Z,,,0
L109:T1:I455,109,T1,2025-02-03T12:14:05.000Z,455,300,1
L109:T2:I454,109,T2,2025-04-23T09:48:00.000Z,454,100,2
L110:T0,110,T0,2025-06-12T00:00:00.000Z,,,0
L110:T1:I456,110,T1,2025-06-18T13:11:50.000Z,456,1097,1
L110:T2:I457,110,T2,2025-06-24T18:09:55.000Z,457,574,2
L110:T2:I459,110,T2,2026-05-08T18:38:00.000Z,459,2560,3
L110:T2:I458,110,T2,2026-06-30T15:19:00.000Z,458,186,4
L111:T0,111,T0,2025-05-09T00:00:00.000Z,,,0
L111:T1:I460,111,T1,2025-05-10T13:33:05.000Z,460,301,1
L111:T2:I466,111,T2,2025-05-11T13:52:10.000Z,466,159,2
L111:T2:I464,111,T2,2025-05-13T19:04:06.000Z,464,2435,3
L111:T2:I461,111,T2,2025-05-15T20:50:54.000Z,461,1075,4
L111:T2:I467,111,T2,2025-10-09T10:15:00.000Z,467,1688,5
L111:T2:I463,111,T2,2025-12-12T20:56:00.000Z,463,2842,6
L111:T2:I465,111,T2,2026-03-15T17:18:00.000Z,465,2546,7
L111:T2:I462,111,T2,2026-05-05T14:07:00.000Z,462,1742,8
L112:T0,112,T0,2025-09-08T00:00:00.000Z,,,0
L112:T1:I468,112,T1,2026-06-24T12:36:00.000Z,468,2696,1
L113:T0,113,T0,2026-05-30T00:00:00.000Z,,,0
L113:T1:I469,113,T1,2026-05-30T08:33:43.000Z,469,2658,1
L114:T0,114,T0,2025-01-26T00:00:00.000Z,,,0
L114:T1:I471,114,T1,2025-01-28T17:19:09.000Z,471,1405,1
L114:T2:I470,114,T2,2026-05-08T10:02:00.000Z,470,2475,2
L115:T0,115,T0,2025-09-06T00:00:00.000Z,,,0
L115:T1:I472,115,T1,2025-09-07T20:20:43.000Z,472,177,1
L115:T2:I476,115,T2,2025-09-10T14:44:47.000Z,476,210,2
L115:T2:I474,115,T2,2025-09-10T16:33:05.000Z,474,2762,3
L115:T2:I473,115,T2,2025-09-17T20:01:02.000Z,473,1630,4
L115:T2:I475,115,T2,2025-09-19T11:55:00.000Z,475,965,5
L116:T0,116,T0,2025-09-12T00:00:00.000Z,,,0
L116:T1:I481,116,T1,2025-09-12T14:00:10.000Z,481,649,1
L116:T2:I479,116,T2,2025-09-23T11:32:40.000Z,479,1725,2
L116:T2:I477,116,T2,2025-10-29T13:18:00.000Z,477,1148,3
L116:T2:I478,116,T2,2026-05-07T19:19:00.000Z,478,1587,4
L116:T2:I480,116,T2,2026-06-26T20:46:00.000Z,480,332,5
L117:T0,117,T0,2025-01-26T00:00:00.000Z,,,0
L117:T1:I483,117,T1,2025-01-31T09:06:29.000Z,483,1605,1
L117:T2:I484,117,T2,2025-02-17T20:40:00.000Z,484,983,2
L117:T2:I485,117,T2,2025-04-02T19:55:00.000Z,485,788,3
L117:T2:I486,117,T2,2025-09-19T16:03:00.000Z,486,127,4
L117:T2:I482,117,T2,2025-10-30T20:20:00.000Z,482,2313,5
L118:T0,118,T0,2025-05-22T00:00:00.000Z,,,0
L118:T1:I487,118,T1,2025-05-30T18:21:01.000Z,487,2049,1
L118:T2:I488,118,T2,2026-02-22T09:55:00.000Z,488,2882,2
L119:T0,119,T0,2025-01-07T00:00:00.000Z,,,0
L119:T1:I492,119,T1,2025-01-28T12:49:00.000Z,492,2165,1
L119:T2:I491,119,T2,2025-07-27T19:48:00.000Z,491,1499,2
L119:T2:I489,119,T2,2026-02-15T08:40:00.000Z,489,740,3
L119:T2:I490,119,T2,2026-03-12T07:31:00.000Z,490,2923,4
L119:T2:I493,119,T2,2026-04-28T14:03:00.000Z,493,1233,5
L120:T0,120,T0,2026-01-23T00:00:00.000Z,,,0
L120:T1:I497,120,T1,2026-01-28T18:57:16.000Z,497,952,1
L120:T2:I496,120,T2,2026-01-28T19:44:27.000Z,496,1993,2
L120:T2:I494,120,T2,2026-02-04T14:18:43.000Z,494,2165,3
L120:T2:I495,120,T2,2026-02-05T07:41:11.000Z,495,1450,4
L120:T2:I498,120,T2,2026-02-05T17:13:27.000Z,498,2186,5
L121:T0,121,T0,2026-06-19T00:00:00.000Z,,,0
L121:T1:I500,121,T1,2026-06-19T16:46:29.000Z,500,1172,1
L121:T2:I502,121,T2,2026-06-22T17:06:52.000Z,502,1086,2
L121:T2:I499,121,T2,2026-06-25T07:34:45.000Z,499,1720,3
L121:T2:I501,121,T2,2026-06-28T19:08:38.000Z,501,2066,4
L122:T0,122,T0,2025-01-29T00:00:00.000Z,,,0
L122:T1:I504,122,T1,2025-01-29T19:27:45.000Z,504,1081,1
L122:T2:I503,122,T2,2025-02-02T14:27:29.000Z,503,2370,2
L122:T2:I507,122,T2,2025-02-05T13:38:25.000Z,507,1418,3
L122:T2:I508,122,T2,2025-02-08T18:33:05.000Z,508,1060,4
L122:T2:I506,122,T2,2025-03-17T07:25:00.000Z,506,2596,5
L122:T2:I505,122,T2,2025-10-03T11:14:00.000Z,505,748,6
L122:T2:I509,122,T2,2026-05-06T11:35:00.000Z,509,995,7
L123:T0,123,T0,2026-03-03T00:00:00.000Z,,,0
L123:T1:I515,123,T1,2026-03-05T08:01:41.000Z,515,1406,1
L123:T2:I514,123,T2,2026-03-06T11:23:17.000Z,514,782,2
L123:T2:I511,123,T2,2026-03-06T13:11:30.000Z,511,2440,3
L123:T2:I510,123,T2,2026-03-16T12:51:58.000Z,510,81,4
L123:T2:I512,123,T2,2026-04-06T12:17:00.000Z,512,2482,5
L123:T2:I513,123,T2,2026-05-23T08:32:00.000Z,513,1430,6
L124:T0,124,T0,2025-10-17T00:00:00.000Z,,,0
L124:T1:I516,124,T1,2026-03-10T09:04:00.000Z,516,2273,1
L125:T0,125,T0,2025-05-25T00:00:00.000Z,,,0
L125:T1:I518,125,T1,2025-06-04T16:09:33.000Z,518,2946,1
L125:T2:I517,125,T2,2026-06-07T18:36:00.000Z,517,661,2
L126:T0,126,T0,2025-12-13T00:00:00.000Z,,,0
L126:T1:I520,126,T1,2025-12-19T08:21:49.000Z,520,1576,1
L126:T2:I519,126,T2,2025-12-20T20:55:20.000Z,519,303,2
L126:T2:I522,126,T2,2025-12-21T10:06:47.000Z,522,2114,3
L126:T2:I521,126,T2,2026-03-02T10:06:00.000Z,521,820,4
L127:T0,127,T0,2025-06-30T00:00:00.000Z,,,0
L127:T1:I523,127,T1,2025-07-08T11:55:16.000Z,523,61,1
L127:T2:I526,127,T2,2026-01-22T14:48:00.000Z,526,1717,2
L127:T2:I524,127,T2,2026-04-05T08:49:00.000Z,524,1221,3
L127:T2:I525,127,T2,2026-05-05T13:50:00.000Z,525,1851,4
L128:T0,128,T0,2026-06-29T00:00:00.000Z,,,0
L128:T1:I533,128,T1,2026-07-02T08:15:19.000Z,533,2439,1
L128:T2:I532,128,T2,2026-07-04T07:30:58.000Z,532,1213,2
L128:T2:I527,128,T2,2026-07-05T13:58:19.000Z,527,2688,3
L128:T2:I528,128,T2,2026-07-06T15:38:16.000Z,528,2318,4
L128:T2:I531,128,T2,2026-07-06T16:25:55.000Z,531,816,5
L128:T2:I529,128,T2,2026-07-09T10:51:24.000Z,529,1635,6
L128:T2:I530,128,T2,2026-07-09T10:57:01.000Z,530,823,7
L129:T0,129,T0,2026-02-17T00:00:00.000Z,,,0
L129:T1:I536,129,T1,2026-02-21T15:06:35.000Z,536,1745,1
L129:T2:I537,129,T2,2026-02-28T17:17:08.000Z,537,1033,2
L129:T2:I534,129,T2,2026-03-02T15:36:00.000Z,534,903,3
L129:T2:I535,129,T2,2026-04-14T20:11:00.000Z,535,434,4
L130:T0,130,T0,2025-05-21T00:00:00.000Z,,,0
L130:T1:I538,130,T1,2025-05-24T18:23:44.000Z,538,1701,1
L130:T2:I539,130,T2,2026-03-04T18:52:00.000Z,539,2791,2
L131:T0,131,T0,2025-12-17T00:00:00.000Z,,,0
L131:T1:I544,131,T1,2025-12-19T09:54:38.000Z,544,452,1
L131:T2:I542,131,T2,2025-12-23T12:35:25.000Z,542,2937,2
L131:T2:I545,131,T2,2025-12-24T12:38:43.000Z,545,2921,3
L131:T2:I543,131,T2,2025-12-29T17:52:49.000Z,543,2953,4
L131:T2:I541,131,T2,2026-01-02T18:09:00.000Z,541,1355,5
L131:T2:I540,131,T2,2026-04-30T07:41:00.000Z,540,1767,6
L132:T0,132,T0,2026-05-18T00:00:00.000Z,,,0
L132:T1:I549,132,T1,2026-05-19T17:52:00.000Z,549,517,1
L132:T2:I547,132,T2,2026-05-22T10:35:24.000Z,547,398,2
L132:T2:I550,132,T2,2026-05-29T13:26:51.000Z,550,2486,3
L132:T2:I551,132,T2,2026-05-30T11:35:46.000Z,551,2773,4
L132:T2:I548,132,T2,2026-05-30T13:34:35.000Z,548,2183,5
L132:T2:I546,132,T2,2026-06-14T20:22:00.000Z,546,1807,6
L133:T0,133,T0,2025-12-26T00:00:00.000Z,,,0
L133:T1:I555,133,T1,2026-01-01T14:19:08.000Z,555,1847,1
L133:T2:I554,133,T2,2026-01-03T08:30:16.000Z,554,521,2
L133:T2:I552,133,T2,2026-01-06T09:59:43.000Z,552,2719,3
L133:T2:I556,133,T2,2026-04-06T12:20:00.000Z,556,549,4
L133:T2:I553,133,T2,2026-06-04T09:52:00.000Z,553,1166,5
L134:T0,134,T0,2025-12-27T00:00:00.000Z,,,0
L134:T1:I558,134,T1,2025-12-29T13:31:14.000Z,558,1610,1
L134:T2:I560,134,T2,2026-01-01T14:59:12.000Z,560,709,2
L134:T2:I557,134,T2,2026-01-04T13:30:08.000Z,557,53,3
L134:T2:I559,134,T2,2026-04-13T17:06:00.000Z,559,1731,4
L135:T0,135,T0,2025-07-23T00:00:00.000Z,,,0
L135:T1:I567,135,T1,2025-07-26T18:25:42.000Z,567,2266,1
L135:T2:I565,135,T2,2025-07-31T18:44:58.000Z,565,1990,2
L135:T2:I561,135,T2,2025-08-02T09:20:12.000Z,561,2100,3
L135:T2:I566,135,T2,2025-08-02T14:01:56.000Z,566,92,4
L135:T2:I568,135,T2,2025-08-04T08:26:56.000Z,568,435,5
L135:T2:I564,135,T2,2025-12-19T20:59:00.000Z,564,669,6
L135:T2:I563,135,T2,2025-12-21T15:44:00.000Z,563,824,7
L135:T2:I562,135,T2,2026-02-10T10:15:00.000Z,562,2197,8
L136:T0,136,T0,2025-12-08T00:00:00.000Z,,,0
L136:T1:I572,136,T1,2025-12-10T19:39:51.000Z,572,926,1
L136:T2:I573,136,T2,2025-12-13T12:06:04.000Z,573,756,2
L136:T2:I575,136,T2,2025-12-20T19:06:01.000Z,575,2201,3
L136:T2:I569,136,T2,2026-01-10T17:14:00.000Z,569,2388,4
L136:T2:I574,136,T2,2026-02-09T15:32:00.000Z,574,2040,5
L136:T2:I571,136,T2,2026-03-28T07:37:00.000Z,571,1114,6
L136:T2:I570,136,T2,2026-05-29T15:56:00.000Z,570,561,7
L137:T0,137,T0,2026-04-03T00:00:00.000Z,,,0
L137:T1:I577,137,T1,2026-04-08T09:07:58.000Z,577,1042,1
L137:T2:I578,137,T2,2026-04-12T09:47:28.000Z,578,1757,2
L137:T2:I579,137,T2,2026-04-13T11:09:37.000Z,579,1477,3
L137:T2:I576,137,T2,2026-04-15T16:19:15.000Z,576,2554,4
L137:T2:I581,137,T2,2026-04-16T19:16:52.000Z,581,1310,5
L137:T2:I582,137,T2,2026-05-28T18:51:00.000Z,582,990,6
L137:T2:I580,137,T2,2026-06-11T15:09:00.000Z,580,2691,7
L138:T0,138,T0,2025-02-10T00:00:00.000Z,,,0
L138:T1:I584,138,T1,2025-02-17T16:28:15.000Z,584,587,1
L138:T2:I583,138,T2,2025-09-24T16:29:00.000Z,583,928,2
L139:T0,139,T0,2026-01-22T00:00:00.000Z,,,0
L139:T1:I586,139,T1,2026-02-04T20:17:40.000Z,586,1502,1
L139:T2:I585,139,T2,2026-04-12T17:39:00.000Z,585,2346,2
L140:T0,140,T0,2025-04-29T00:00:00.000Z,,,0
L140:T1:I588,140,T1,2025-05-02T09:44:07.000Z,588,2682,1
L140:T2:I587,140,T2,2025-05-11T19:31:57.000Z,587,2222,2
L140:T2:I589,140,T2,2025-06-03T14:13:00.000Z,589,327,3
L140:T2:I590,140,T2,2026-03-11T13:02:00.000Z,590,535,4
L140:T2:I591,140,T2,2026-06-17T07:50:00.000Z,591,1157,5
L141:T0,141,T0,2026-02-01T00:00:00.000Z,,,0
L141:T1:I592,141,T1,2026-02-01T12:34:07.000Z,592,895,1
L141:T2:I596,141,T2,2026-02-08T07:16:24.000Z,596,1985,2
L141:T2:I595,141,T2,2026-02-10T07:50:59.000Z,595,1544,3
L141:T2:I594,141,T2,2026-02-12T18:19:31.000Z,594,1580,4
L141:T2:I593,141,T2,2026-02-13T15:08:17.000Z,593,452,5
L142:T0,142,T0,2025-10-08T00:00:00.000Z,,,0
L142:T1:I601,142,T1,2025-10-10T15:47:41.000Z,601,672,1
L142:T2:I597,142,T2,2025-10-12T18:17:42.000Z,597,2910,2
L142:T2:I602,142,T2,2025-10-14T14:45:16.000Z,602,391,3
L142:T2:I603,142,T2,2025-10-17T17:10:05.000Z,603,1540,4
L142:T2:I600,142,T2,2025-10-20T16:32:37.000Z,600,1897,5
L142:T2:I604,142,T2,2025-10-21T11:17:34.000Z,604,2310,6
L142:T2:I599,142,T2,2025-10-21T19:29:06.000Z,599,2767,7
L142:T2:I598,142,T2,2026-03-08T12:23:00.000Z,598,1042,8
L143:T0,143,T0,2025-04-18T00:00:00.000Z,,,0
L143:T1:I606,143,T1,2025-04-23T15:50:54.000Z,606,2258,1
L143:T2:I610,143,T2,2025-04-25T17:50:29.000Z,610,2248,2
L143:T2:I605,143,T2,2025-04-28T13:45:55.000Z,605,870,3
L143:T2:I608,143,T2,2025-07-15T16:08:00.000Z,608,1743,4
L143:T2:I611,143,T2,2025-09-27T10:47:00.000Z,611,1190,5
L143:T2:I607,143,T2,2026-01-24T20:45:00.000Z,607,1803,6
L143:T2:I609,143,T2,2026-06-16T15:10:00.000Z,609,1441,7
L144:T0,144,T0,2026-06-30T00:00:00.000Z,,,0
L144:T1:I614,144,T1,2026-07-01T15:22:29.000Z,614,475,1
L144:T2:I613,144,T2,2026-07-02T11:15:36.000Z,613,1785,2
L144:T2:I612,144,T2,2026-07-06T17:26:40.000Z,612,2583,3
L145:T0,145,T0,2025-06-16T00:00:00.000Z,,,0
L145:T1:I616,145,T1,2025-06-23T20:41:01.000Z,616,2648,1
