lead_id,first_inquiry_id,score_time,primary_partition,F1_role,F2_role,F3_role,F4_role
248,1078,2025-03-27T20:10:20.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
249,1081,2025-06-22T13:21:13.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
250,1082,2025-09-23T14:28:00.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
251,1085,2025-10-09T17:37:40.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
252,1089,2025-04-01T15:25:22.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
253,1091,2025-07-27T07:45:22.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
254,1094,2025-06-24T10:08:01.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
255,1098,2025-05-21T17:05:22.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
256,1101,2025-11-11T20:36:14.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
257,1104,2025-03-03T11:24:31.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
258,1109,2026-06-26T18:49:58.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
259,1110,2025-10-17T17:32:58.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
260,1119,2026-04-29T13:23:42.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
261,1122,2025-12-12T10:05:53.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
262,1124,2026-01-21T08:48:38.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
263,1126,2025-09-25T08:53:00.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
264,1130,2026-04-22T15:12:11.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
265,1137,2025-01-29T12:36:49.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
266,1144,2025-05-12T08:37:38.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
267,1149,2025-04-17T16:09:14.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
268,1155,2026-04-20T09:02:10.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
269,1157,2026-02-13T18:58:32.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
270,1161,2025-06-21T08:20:16.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
271,1164,2026-02-09T07:10:05.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
272,1171,2025-05-15T14:06:59.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
273,1177,2025-08-16T14:36:54.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
274,1181,2025-09-27T11:26:24.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
275,1186,2026-07-02T15:13:47.000000,POST_HOLDOUT_AUDIT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
276,1192,2026-05-08T20:58:00.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
277,1199,2025-10-07T09:05:05.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
278,1201,2025-11-06T08:25:00.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
279,1208,2025-12-30T10:40:37.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
280,1213,2025-07-31T19:45:53.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
281,1218,2025-11-01T07:20:27.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
282,1220,2025-07-03T10:25:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
283,1222,2026-05-27T11:12:23.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
284,1225,2026-05-11T10:58:03.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
285,1230,2025-03-24T19:33:22.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
286,1234,2025-04-20T18:14:13.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
287,1243,2025-02-03T11:25:11.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
288,1246,2025-12-22T15:32:54.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
289,1251,2026-01-07T19:47:00.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
290,1253,2025-12-07T20:37:21.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
291,1257,2025-12-24T08:14:44.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
292,1261,2025-09-10T19:55:48.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
293,1271,2026-04-03T07:27:04.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
294,1275,2025-05-02T19:29:39.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
295,1277,2025-09-27T15:47:04.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
296,1279,2025-05-24T11:21:42.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
297,1286,2025-07-30T14:30:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
298,1288,2025-06-20T09:24:27.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
299,1295,2025-07-26T08:02:53.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
300,1302,2025-09-20T14:45:00.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
301,1307,2026-03-04T10:35:08.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
302,1312,2025-02-16T16:05:19.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
303,1315,2025-06-11T07:28:47.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
304,1322,2025-07-27T15:37:12.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
305,1333,2026-04-20T14:58:43.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
306,1335,2025-12-09T15:30:48.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
307,1343,2025-03-09T20:50:46.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
308,1347,2025-10-24T19:44:34.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
309,1353,2025-08-25T10:41:20.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
310,1356,2025-05-25T15:24:54.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
311,1361,2026-01-23T15:05:11.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
312,1362,2025-02-04T13:01:02.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
313,1367,2025-09-27T07:26:00.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
314,1373,2026-03-30T08:40:10.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
315,1380,2025-12-30T13:37:07.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
316,1387,2025-07-03T20:58:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
317,1389,2026-06-30T17:38:15.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
318,1391,2026-03-03T15:40:05.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
319,1394,2025-01-25T18:50:45.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
320,1403,2026-05-02T16:31:39.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
321,1407,2025-01-24T20:53:59.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
322,1414,2025-10-02T10:42:00.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
323,1416,2025-11-28T19:00:36.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
324,1424,2025-06-02T19:43:18.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
325,1425,2026-06-05T16:17:33.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
326,1431,2026-03-07T14:13:39.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
327,1438,2025-09-29T07:11:06.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
328,1443,2025-09-10T14:30:25.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
329,1446,2025-09-17T11:00:00.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
330,1454,2025-09-08T17:01:54.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
331,1458,2025-05-06T16:24:16.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
332,1463,2025-12-23T15:38:49.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
333,1469,2025-07-18T18:27:20.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
334,1473,2026-02-24T09:45:37.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
335,1484,2025-01-08T14:34:20.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
336,1485,2025-04-18T12:07:52.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
337,1488,2025-10-25T15:01:54.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
338,1495,2025-06-08T09:44:51.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
339,1498,2026-03-22T11:48:23.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
340,1500,2025-12-26T16:22:00.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
341,1504,2026-03-12T18:34:06.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
342,1505,2026-02-20T11:32:58.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
343,1507,2025-09-11T14:20:33.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
344,1511,2025-02-25T08:34:38.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
345,1516,2025-08-27T19:44:55.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
346,1517,2025-07-26T11:52:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
347,1518,2026-01-07T11:38:39.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
348,1522,2026-06-08T10:06:56.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
349,1526,2026-06-01T20:05:29.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
350,1532,2026-02-15T18:26:46.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
351,1535,2026-02-12T08:04:46.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
352,1540,2026-06-24T18:16:50.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
353,1547,2025-10-01T07:07:23.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
354,1549,2025-01-07T18:53:15.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
355,1553,2026-05-15T10:50:10.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
356,1559,2025-11-12T08:41:25.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
357,1562,2026-06-28T07:47:47.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
358,1566,2026-03-27T07:23:16.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
359,1569,2026-01-29T16:50:06.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
360,1575,2025-09-29T16:03:00.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
361,1576,2026-05-17T09:45:00.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
362,1580,2026-05-15T20:21:01.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
363,1586,2026-05-29T17:08:57.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
364,1594,2025-10-22T15:51:32.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
365,1603,2025-11-07T17:37:45.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
366,1610,2026-01-13T09:15:11.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
367,1611,2025-06-21T11:18:39.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
368,1618,2025-03-29T13:16:30.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
369,1620,2026-02-05T14:45:22.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
370,1622,2025-08-24T16:41:42.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
371,1625,2025-04-08T11:33:40.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
372,1634,2026-06-04T13:16:09.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
373,1637,2025-07-06T11:25:37.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
374,1641,2025-12-13T11:16:57.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
375,1645,2025-08-06T10:00:37.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
376,1650,2025-08-02T19:12:04.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
377,1655,2026-04-08T12:28:01.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
378,1662,2026-03-30T10:27:39.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
379,1666,2025-12-24T12:49:00.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
380,1668,2025-10-08T16:58:13.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
381,1670,2025-12-08T19:15:36.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
382,1672,2025-03-07T11:16:41.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
383,1675,2026-04-17T16:43:32.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
384,1684,2025-11-02T12:24:21.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
385,1686,2025-03-23T08:51:06.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
386,1692,2026-01-12T10:33:25.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
387,1693,2026-01-09T12:36:30.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
388,1698,2025-12-10T17:13:09.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
389,1700,2026-01-05T09:30:34.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
390,1709,2026-04-08T12:11:18.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
391,1713,2025-10-30T14:28:54.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
392,1716,2025-03-03T11:58:54.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
393,1719,2026-05-13T09:49:16.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
394,1724,2025-09-10T09:10:46.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
395,1727,2025-10-19T17:12:43.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
396,1731,2025-06-06T17:01:23.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
397,1740,2025-03-31T09:41:11.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
398,1746,2026-05-21T07:11:05.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
399,1758,2026-01-05T16:32:04.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
400,1762,2025-08-25T09:02:47.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
401,1767,2025-08-28T18:36:39.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
402,1769,2025-12-03T12:05:00.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
403,1770,2026-07-06T08:15:06.000000,POST_HOLDOUT_AUDIT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
404,1774,2025-08-12T16:20:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
405,1777,2026-03-23T12:56:29.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
406,1779,2025-01-12T10:13:17.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
407,1781,2025-03-19T15:07:12.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
408,1783,2025-05-08T17:25:24.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
409,1792,2025-07-24T16:34:35.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
410,1802,2025-09-20T16:54:29.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
411,1807,2025-03-27T07:06:16.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
412,1811,2025-07-07T11:18:04.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
413,1814,2026-05-09T13:08:36.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
414,1816,2025-05-22T13:25:43.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
415,1826,2025-01-25T09:43:13.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
416,1833,2025-03-17T15:33:22.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
417,1836,2025-08-14T08:08:12.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
418,1840,2026-05-18T09:01:44.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
419,1847,2025-04-23T17:02:36.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
420,1850,2025-11-21T13:36:05.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
421,1853,2025-09-08T12:31:37.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
422,1856,2025-12-22T15:29:04.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
423,1857,2026-03-09T15:44:42.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
424,1864,2025-02-10T07:18:15.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
425,1871,2025-03-25T07:23:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
426,1878,2026-04-23T15:42:11.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
427,1883,2025-05-24T16:52:15.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
428,1887,2025-11-23T18:04:00.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
429,1890,2026-04-04T11:53:48.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
430,1893,2026-05-14T19:24:17.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
431,1895,2025-06-09T12:54:29.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
432,1901,2026-06-03T13:33:05.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
433,1905,2025-06-22T14:03:43.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
434,1913,2025-11-28T20:48:52.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
435,1916,2025-06-17T17:03:24.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
436,1921,2025-07-03T09:14:38.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
437,1926,2026-01-15T07:45:06.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
438,1929,2026-04-22T12:07:23.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
439,1934,2026-04-29T15:52:05.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
440,1937,2025-11-23T18:57:00.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
441,1944,2025-07-27T07:57:37.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
442,1949,2025-09-14T09:55:40.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
443,1955,2026-06-15T20:35:24.000000,PROCEDURAL_HOLDOUT,NOT_USED,NOT_USED,NOT_USED,NOT_USED
444,1958,2025-02-22T19:19:20.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
445,1963,2025-03-26T14:36:55.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
446,1964,2026-02-05T08:46:48.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
447,1974,2026-04-21T19:06:12.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
448,1977,2025-06-21T20:57:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
449,1979,2025-07-19T13:59:37.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
450,1983,2025-06-17T19:19:50.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
451,1988,2025-07-10T07:46:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
452,1992,2025-10-05T14:07:01.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
453,1998,2026-01-09T14:56:20.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
454,2006,2025-09-16T09:03:39.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
455,2009,2025-05-23T08:46:30.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
456,2015,2025-09-24T20:04:51.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
457,2023,2025-07-12T16:54:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
458,2024,2025-08-27T11:04:45.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
459,2035,2025-09-26T07:15:56.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
460,2039,2025-09-14T11:33:27.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
461,2047,2025-04-09T14:05:29.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
462,2049,2025-05-30T16:12:14.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
463,2050,2025-10-17T14:33:46.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
464,2054,2026-04-15T14:20:07.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
465,2061,2026-05-26T15:01:04.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
466,2062,2025-06-30T12:27:00.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
467,2070,2025-01-03T10:56:26.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
468,2072,2025-10-08T19:55:00.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
469,2073,2025-07-27T09:45:02.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
470,2079,2025-08-29T17:36:05.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
471,2081,2026-03-09T12:18:00.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
472,2085,2025-05-25T16:40:23.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
473,2088,2025-09-28T18:28:59.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
474,2094,2025-01-26T14:30:09.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
475,2100,2025-11-21T13:17:04.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
476,2106,2025-08-17T18:40:34.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
477,2107,2025-01-19T07:16:16.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
478,2110,2026-05-09T10:15:36.000000,CALIBRATION,NOT_USED,NOT_USED,NOT_USED,NOT_USED
479,2112,2025-10-26T20:59:44.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
480,2123,2025-04-13T07:03:54.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
481,2129,2025-12-28T13:57:15.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
482,2135,2026-03-29T20:42:38.000000,DEVELOPMENT,NOT_USED,NOT_USED,NOT_USED,VALIDATION
483,2142,2025-11-24T07:08:05.000000,DEVELOPMENT,NOT_USED,VALIDATION,TRAIN,TRAIN
484,2148,2025-08-06T16:34:47.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
485,2152,2025-01-24T12:47:54.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
486,2158,2026-02-26T11:20:35.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
487,2167,2025-03-01T14:40:43.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
488,2169,2025-09-26T09:10:23.000000,DEVELOPMENT,VALIDATION,TRAIN,TRAIN,TRAIN
489,2174,2026-01-23T10:46:51.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
490,2175,2025-04-14T14:38:14.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
491,2183,2025-03-22T18:19:26.000000,DEVELOPMENT,TRAIN,TRAIN,TRAIN,TRAIN
492,2187,2026-01-08T10:20:17.000000,DEVELOPMENT,NOT_USED,NOT_USED,VALIDATION,TRAIN
