lead_id,user_type,company_size,industry,search_sector,search_modality,target_area_sqm,min_budget_mxn_rent_monthly,max_budget_mxn_rent_monthly,min_budget_mxn_sale_total,max_budget_mxn_sale_total,preferred_state,preferred_municipality,preferred_corridor,source,prior_searches,prior_inquiries,has_converted_before,lead_score_internal,created_at
155,broker,small,retail,Retail,sale,573.2,,,24872045.48,36325020.78,CDMX,Cuauhtémoc,roma-condesa,paid,37,0,false,0.1905,2025-12-22T00:00:00.000000
156,tenant_direct,small,retail,Retail,both,1488.6,396169.72,513944.23,71310549.19,79495735.13,Guanajuato,León,centro-leon,organic,7,5,true,0.9089,2025-11-14T00:00:00.000000
157,broker,medium,manufacturing,Office,rent,394.4,115620.46,133978.78,,,Estado de México,Toluca,metepec-toluca,organic,0,0,false,0.7221,2025-10-28T00:00:00.000000
158,tenant_direct,medium,financial,Office,sale,188.7,,,8592287.22,11566795.81,CDMX,Cuauhtémoc,roma-condesa,organic,31,0,true,0.4756,2026-01-23T00:00:00.000000
159,tenant_direct,,retail,Retail,rent,1465.0,370055.24,422135.61,,,Querétaro,Querétaro,centro-queretaro,organic,4,0,false,0.8981,2025-12-01T00:00:00.000000
160,investor,medium,financial,Industrial,both,357.3,37676.11,42533.23,6781699.64,8873312.93,Sonora,Hermosillo,centenario-colosio,social,17,1,false,0.2119,2025-01-31T00:00:00.000000
161,broker,enterprise,technology,Industrial,rent,623.2,72326.13,95936.83,,,Jalisco,Zapopan,andares-puerta-hierro,email,2,0,false,0.4228,2026-06-16T00:00:00.000000
162,investor,enterprise,manufacturing,Industrial,rent,308.6,34594.31,47713.5,,,San Luis Potosí,San Luis Potosí,lomas-carranza,social,0,0,false,0.0186,2026-06-28T00:00:00.000000
163,broker,,retail,Retail,rent,431.5,97142.36,130699.7,,,CDMX,Miguel Hidalgo,polanco,email,12,3,false,0.3926,2025-02-07T00:00:00.000000
164,broker,medium,manufacturing,Office,sale,262.9,,,11732741.36,16889087.57,Nuevo León,Monterrey,macroplaza,organic,3,2,false,0.1198,2025-01-03T00:00:00.000000
165,tenant_direct,large,technology,Office,sale,1910.6,,,99113334.14,129005998.08,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,email,3,4,false,0.3376,2026-01-03T00:00:00.000000
166,tenant_direct,large,other,Industrial,sale,902.4,,,,28184547.67,Jalisco,Guadalajara,americana-chapultepec,referral,0,2,false,0.2178,2026-04-14T00:00:00.000000
167,investor,medium,other,Industrial,rent,1354.1,154031.16,215500.89,,,CDMX,Cuauhtémoc,roma-condesa,social,0,2,false,0.6862,2026-03-19T00:00:00.000000
168,investor,large,healthcare,Retail,rent,224.2,54985.09,76121.47,,,CDMX,Miguel Hidalgo,polanco,paid,45,0,false,0.3517,2025-11-21T00:00:00.000000
169,broker,small,healthcare,Industrial,sale,108.2,,,2334791.29,3297101.9,Puebla,Puebla,angelopolis-lomas,referral,20,4,false,0.1202,2025-08-27T00:00:00.000000
170,developer,medium,technology,Retail,rent,317.7,85657.31,102153.07,,,Puebla,Puebla,angelopolis-lomas,organic,0,1,true,0.6854,2026-05-15T00:00:00.000000
171,broker,large,manufacturing,Office,sale,2292.1,,,124540633.25,178037625.37,Estado de México,Naucalpan de Juárez,,organic,59,3,false,0.2284,2025-06-19T00:00:00.000000
172,tenant_direct,large,retail,Retail,both,311.3,83052.61,117102.08,14949470.46,17136777.31,San Luis Potosí,San Luis Potosí,lomas-carranza,referral,1,42,true,0.3837,2026-04-30T00:00:00.000000
173,broker,large,healthcare,Office,sale,818.1,,,44577536.24,52100033.36,Puebla,Puebla,angelopolis-lomas,referral,0,0,false,0.6051,2025-10-27T00:00:00.000000
174,investor,small,technology,Retail,rent,189.9,47369.76,56788.23,,,Jalisco,Guadalajara,americana-chapultepec,event,0,0,false,0.9175,2025-10-23T00:00:00.000000
175,broker,small,retail,Industrial,sale,217.9,,,4202656.01,5715825.96,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,25,3,false,0.8424,2026-02-20T00:00:00.000000
176,broker,small,logistics,Land,both,369.1,16086.13,20359.79,,3898020.07,Jalisco,Zapopan,andares-puerta-hierro,paid,20,0,false,0.7844,2025-11-12T00:00:00.000000
177,tenant_direct,small,technology,Office,sale,1721.8,,,92439625.13,364068584.9,Baja California,Tijuana,zona-rio-aguacaliente,paid,1,0,false,0.7803,2026-04-18T00:00:00.000000
178,developer,small,financial,Industrial,both,846.5,96047.47,134491.15,17288545.33,19952959.31,Querétaro,Querétaro,juriquilla-juncos,organic,3,5,true,0.338,2026-04-22T00:00:00.000000
179,investor,medium,retail,Retail,rent,92.1,20835.51,23259.35,,,Estado de México,Toluca,metepec-toluca,referral,39,0,false,0.5745,2025-12-28T00:00:00.000000
180,tenant_direct,medium,logistics,Industrial,sale,624.0,,,13560825.97,16321644.31,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,referral,52,3,true,0.8588,2025-07-15T00:00:00.000000
181,investor,large,healthcare,Office,rent,174.0,46088.3,64755.17,,,Jalisco,Guadalajara,americana-chapultepec,referral,0,0,false,0.2535,2025-12-18T00:00:00.000000
182,investor,medium,logistics,Retail,sale,241.7,,,11672145.23,17268979.23,Nuevo León,Monterrey,macroplaza,organic,0,0,false,0.959,2026-06-22T00:00:00.000000
183,tenant_direct,small,retail,Retail,both,559.1,,162927.68,22300862.8,26049182.3,Guanajuato,León,centro-leon,organic,5,5,false,0.7811,2026-05-04T00:00:00.000000
184,broker,large,technology,Retail,both,1044.0,228854.49,259538.82,41193808.44,49687819.85,Chihuahua,Chihuahua,centro-chihuahua,organic,3,5,false,0.5412,2026-04-22T00:00:00.000000
185,investor,small,technology,Land,rent,1008.5,35737.93,52393.74,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,social,1,11,false,0.5014,2025-10-18T00:00:00.000000
186,tenant_direct,enterprise,technology,Office,both,493.0,139848.91,177054.19,25172802.98,37708392.33,Jalisco,Zapopan,andares-puerta-hierro,social,2,15,false,0.8892,2026-06-09T00:00:00.000000
187,tenant_direct,small,manufacturing,Industrial,rent,497.9,63334.59,73344.87,,,CDMX,Benito Juárez,,organic,3,7,false,0.9576,2025-07-17T00:00:00.000000
188,broker,medium,retail,Retail,rent,1006.4,246744.37,279748.46,,,Jalisco,Zapopan,andares-puerta-hierro,paid,0,4,false,0.2818,2026-02-08T00:00:00.000000
189,tenant_direct,enterprise,retail,Industrial,sale,128.9,,,2581362.71,3307153.93,Puebla,Puebla,,email,2,5,false,0.259,2025-04-14T00:00:00.000000
190,broker,medium,retail,Industrial,rent,1411.7,187331.7,251979.67,,,Chihuahua,Chihuahua,centro-chihuahua,organic,0,65,false,0.668,2025-06-10T00:00:00.000000
191,investor,large,other,Industrial,rent,232.7,27077.58,32511.65,,,Yucatán,Mérida,paseo-montejo,organic,0,0,false,0.2513,2025-03-15T00:00:00.000000
192,broker,large,technology,Office,sale,469.0,,,21514067.1,29771970.09,CDMX,Benito Juárez,del-valle-narvarte,organic,6,5,false,0.3728,2025-07-22T00:00:00.000000
193,broker,small,retail,Office,sale,275.4,,,12808079.57,18338540.89,Sonora,Hermosillo,centenario-colosio,organic,0,5,false,0.5236,2025-07-23T00:00:00.000000
194,investor,large,manufacturing,Office,sale,173.2,,,8592185.27,10379836.77,Baja California,Tijuana,zona-rio-aguacaliente,social,59,0,false,0.6288,2025-05-17T00:00:00.000000
195,broker,enterprise,technology,Retail,sale,540.2,,,23595030.28,32923499.51,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,social,2,0,false,0.1527,2025-01-16T00:00:00.000000
196,broker,enterprise,other,Retail,sale,461.1,,,20424959.26,27699266.44,San Luis Potosí,San Luis Potosí,lomas-carranza,paid,3,0,false,0.5275,2025-07-15T00:00:00.000000
197,tenant_direct,medium,technology,Land,rent,362.5,12954.38,15194.34,,,Puebla,Puebla,angelopolis-lomas,referral,4,3,false,0.428,2025-12-15T00:00:00.000000
198,investor,medium,logistics,Industrial,rent,350.7,45948.21,67274.6,,,Yucatán,Mérida,,social,38,113,true,0.2482,2026-04-12T00:00:00.000000
199,broker,large,logistics,Industrial,sale,1142.0,,,23658334.36,35347664.3,Nuevo León,Monterrey,macroplaza,organic,0,0,false,0.002,2026-04-23T00:00:00.000000
200,broker,medium,healthcare,Retail,sale,1825.4,,,74114385.8,88876929.3,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,organic,0,11,true,0.1693,2025-07-24T00:00:00.000000
201,investor,medium,logistics,Industrial,rent,942.5,118397.4,136996.56,,,Yucatán,Mérida,paseo-montejo,organic,35,2,false,0.0457,2025-12-17T00:00:00.000000
202,developer,small,financial,Office,rent,474.6,136647.32,160287.03,,,Nuevo León,Monterrey,macroplaza,email,13,14,false,0.0044,2025-02-14T00:00:00.000000
203,tenant_direct,small,retail,Retail,both,123.4,33273.6,42255.11,5989247.29,8166921.67,Chihuahua,Chihuahua,centro-chihuahua,paid,0,8,false,0.6464,2026-06-19T00:00:00.000000
204,broker,medium,manufacturing,Retail,both,606.9,142392.13,208441.58,25630582.96,37433001.53,Estado de México,Toluca,metepec-toluca,paid,0,0,false,1.0,2025-06-13T00:00:00.000000
205,broker,small,financial,Industrial,sale,626.1,,,12452465.76,14365967.98,Jalisco,Guadalajara,americana-chapultepec,paid,0,4,false,0.3099,2026-05-20T00:00:00.000000
206,broker,small,manufacturing,Retail,sale,671.7,,,32445826.32,37045588.09,Yucatán,Mérida,paseo-montejo,organic,9,0,false,0.8539,2025-09-03T00:00:00.000000
207,broker,small,manufacturing,Retail,both,175.0,41809.88,53304.85,7525779.12,11000954.99,Guanajuato,León,centro-leon,referral,39,41,false,0.4685,2025-11-21T00:00:00.000000
208,tenant_direct,enterprise,retail,Land,sale,709.9,,,5317816.31,7254674.6,Nuevo León,Monterrey,macroplaza,social,1,4,false,0.7409,2025-10-10T00:00:00.000000
209,broker,small,retail,Office,rent,1171.0,,427074.84,,,Puebla,Puebla,angelopolis-lomas,email,2,5,false,0.5119,2025-03-13T00:00:00.000000
210,tenant_direct,small,retail,Retail,sale,195.6,,,8103753.49,44357422.98,Yucatán,Mérida,paseo-montejo,paid,1,4,false,1.0,2025-06-14T00:00:00.000000
211,tenant_direct,medium,technology,Retail,both,632.0,170142.27,195791.5,30625608.94,43141747.7,Guanajuato,León,centro-leon,organic,42,0,false,0.6909,2025-04-18T00:00:00.000000
212,tenant_direct,small,retail,Industrial,sale,220.6,,,5317872.39,6831807.3,Jalisco,Zapopan,andares-puerta-hierro,event,24,0,true,0.6467,2026-01-16T00:00:00.000000
213,broker,enterprise,technology,Retail,rent,362.8,97617.89,132657.78,,,Guanajuato,León,centro-leon,referral,1,67,false,0.4506,2025-07-14T00:00:00.000000
214,investor,enterprise,manufacturing,Retail,both,200.3,51974.62,57805.62,,12420797.97,Querétaro,Querétaro,centro-queretaro,referral,1,0,false,0.9438,2026-04-08T00:00:00.000000
215,tenant_direct,medium,financial,Office,sale,305.1,,,15378197.6,19119489.97,Yucatán,Mérida,paseo-montejo,organic,0,0,false,1.0,2025-04-04T00:00:00.000000
216,tenant_direct,,manufacturing,Office,rent,306.8,87437.15,120557.82,,,Puebla,Puebla,,organic,46,4,false,0.3876,2025-10-10T00:00:00.000000
217,broker,medium,logistics,Office,both,521.8,130568.25,177920.7,23502284.57,30700418.77,Querétaro,Querétaro,juriquilla-juncos,paid,2,30,false,0.156,2025-08-15T00:00:00.000000
218,broker,small,technology,Retail,sale,730.3,,,33863271.49,37609507.56,CDMX,Cuauhtémoc,roma-condesa,paid,5,0,false,1.0,2025-01-29T00:00:00.000000
219,investor,medium,technology,Industrial,both,918.4,117072.89,144344.37,,28309971.2,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,organic,3,0,false,0.6495,2026-06-28T00:00:00.000000
220,tenant_direct,small,logistics,Office,both,246.8,72711.54,96088.6,13088076.63,16273896.69,Jalisco,Guadalajara,americana-chapultepec,organic,0,0,false,0.1917,2025-12-07T00:00:00.000000
221,broker,small,healthcare,Industrial,rent,502.9,58575.16,67675.88,,,Guanajuato,León,centro-leon,paid,0,0,true,0.2192,2026-06-29T00:00:00.000000
222,tenant_direct,medium,financial,Retail,sale,180.3,,,7334829.14,8233493.48,Yucatán,Mérida,paseo-montejo,referral,56,0,false,0.8904,2025-02-10T00:00:00.000000
223,tenant_direct,small,logistics,Retail,rent,361.2,93402.33,128848.48,,,Chihuahua,Chihuahua,centro-chihuahua,referral,3,5,false,1.0,2026-02-15T00:00:00.000000
224,developer,small,financial,Office,both,402.3,126023.02,146978.57,,28219249.55,Guanajuato,León,centro-leon,organic,5,12,false,0.1077,2026-02-28T00:00:00.000000
225,broker,medium,financial,Office,both,204.1,56042.87,62021.23,10087716.57,11472946.73,Yucatán,Mérida,paseo-montejo,email,49,0,false,0.1157,2025-12-01T00:00:00.000000
226,investor,medium,financial,Office,both,578.5,143990.15,169050.21,25918227.12,32798942.86,Guanajuato,León,centro-leon,event,60,1,false,0.1428,2025-03-14T00:00:00.000000
227,broker,small,financial,Office,sale,349.9,,,19402885.57,24519594.55,Nuevo León,Monterrey,macroplaza,referral,0,4,false,0.953,2026-04-11T00:00:00.000000
228,tenant_direct,,technology,Retail,sale,435.2,,,19691632.4,135790768.12,Guanajuato,León,centro-leon,paid,41,0,false,0.9683,2025-10-10T00:00:00.000000
229,tenant_direct,small,technology,Industrial,rent,923.8,115608.88,162330.18,,,Nuevo León,San Pedro Garza García,vasconcelos-calzada,email,1,157,false,0.6692,2026-06-10T00:00:00.000000
230,broker,small,retail,Retail,rent,5070.4,77065.62,109004.45,,,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,0,0,false,0.4367,2025-01-28T00:00:00.000000
231,broker,large,manufacturing,Retail,rent,710.0,177659.41,200495.98,,,San Luis Potosí,San Luis Potosí,lomas-carranza,email,3,3,true,0.5505,2026-04-09T00:00:00.000000
232,tenant_direct,enterprise,financial,Land,both,1077.2,,58905.92,7983549.58,10428775.03,Guanajuato,León,centro-leon,referral,23,0,true,0.7538,2025-06-26T00:00:00.000000
233,developer,medium,retail,Office,sale,1031.7,,,54731337.07,74412809.3,CDMX,Miguel Hidalgo,polanco,paid,26,5,false,0.9197,2025-12-22T00:00:00.000000
234,tenant_direct,medium,retail,Office,sale,342.0,,,17169758.19,18985241.64,Querétaro,Querétaro,juriquilla-juncos,paid,0,12,false,0.6376,2025-09-11T00:00:00.000000
235,investor,large,financial,Industrial,rent,197.0,22379.69,31637.84,,,Chihuahua,Chihuahua,centro-chihuahua,organic,0,0,true,0.703,2025-09-23T00:00:00.000000
236,investor,large,retail,Land,sale,237.0,,,1600307.65,1935414.12,CDMX,Cuauhtémoc,,social,1,0,false,1.0,2025-02-05T00:00:00.000000
237,tenant_direct,small,healthcare,Retail,rent,127.9,32432.97,39200.04,,,Chihuahua,Chihuahua,centro-chihuahua,paid,24,12,false,0.2364,2025-07-24T00:00:00.000000
238,investor,,technology,Retail,both,632.6,,200383.07,25568027.62,31668663.86,Chihuahua,Chihuahua,centro-chihuahua,organic,3,0,false,0.7284,2025-01-23T00:00:00.000000
239,broker,medium,retail,Retail,both,660.8,175681.58,217286.5,31622684.11,47071136.74,Guanajuato,León,centro-leon,paid,16,11,false,0.8884,2025-08-28T00:00:00.000000
240,broker,medium,retail,Office,sale,424.0,,,20853434.24,24331311.19,Jalisco,Guadalajara,americana-chapultepec,event,7,14,false,0.2691,2026-05-04T00:00:00.000000
241,investor,small,retail,Retail,both,148.3,36785.0,48854.39,6621299.75,9642560.45,CDMX,Benito Juárez,del-valle-narvarte,email,3,6,false,0.4149,2025-03-29T00:00:00.000000
242,investor,medium,technology,Retail,rent,302.0,64189.85,84636.28,,,CDMX,Miguel Hidalgo,polanco,paid,2,92,true,0.3229,2025-01-31T00:00:00.000000
243,broker,medium,retail,Industrial,rent,1030.8,122113.33,173829.55,,,Jalisco,Guadalajara,americana-chapultepec,organic,0,4,true,0.8619,2025-05-23T00:00:00.000000
244,tenant_direct,medium,retail,Land,sale,599.5,,,4207885.9,5905494.93,Yucatán,Mérida,,referral,1,0,false,0.6877,2025-07-10T00:00:00.000000
245,tenant_direct,medium,retail,Land,sale,677.2,,,5186504.3,7775999.94,San Luis Potosí,San Luis Potosí,lomas-carranza,organic,1,0,false,0.7169,2026-02-22T00:00:00.000000
246,investor,large,financial,Land,rent,3999.7,142205.72,177055.79,,,Estado de México,Toluca,metepec-toluca,social,4,0,false,0.5842,2025-03-13T00:00:00.000000
247,tenant_direct,medium,technology,Retail,rent,491.8,115143.48,170644.77,,,Querétaro,Querétaro,,social,0,8,false,0.41,2025-12-16T00:00:00.000000
248,tenant_direct,small,retail,Office,sale,85.5,,,4697186.45,6592661.62,Querétaro,Querétaro,centro-queretaro,email,7,9,true,0.1647,2025-03-21T00:00:00.000000
249,tenant_direct,small,technology,Retail,rent,180.0,45012.96,58400.48,,,Jalisco,Zapopan,andares-puerta-hierro,organic,0,10,true,0.05,2025-06-22T00:00:00.000000
250,tenant_direct,large,other,Industrial,rent,484.0,62113.59,80767.91,,,Querétaro,Querétaro,centro-queretaro,event,0,77,false,0.3094,2025-07-24T00:00:00.000000
251,tenant_direct,medium,financial,Retail,rent,395.6,101196.6,147826.16,,,San Luis Potosí,San Luis Potosí,lomas-carranza,event,0,11,false,0.9696,2025-10-08T00:00:00.000000
252,investor,,other,Industrial,both,345.9,43194.7,57663.97,7775046.55,8927805.92,Nuevo León,San Pedro Garza García,vasconcelos-calzada,paid,0,11,true,0.906,2025-04-01T00:00:00.000000
253,tenant_direct,medium,other,Land,rent,350.2,13629.18,54920.08,,,Estado de México,Naucalpan de Juárez,lomas-verdes-satelite,email,1,4,false,0.1823,2025-07-23T00:00:00.000000
254,broker,large,retail,Industrial,rent,224.9,26305.9,29371.85,,,Puebla,Puebla,angelopolis-lomas,referral,9,0,true,0.2915,2025-06-21T00:00:00.000000
255,broker,large,logistics,Industrial,rent,507.8,54103.76,65998.59,,,CDMX,Miguel Hidalgo,polanco,referral,1,0,false,0.6765,2025-05-11T00:00:00.000000
256,tenant_direct,enterprise,retail,Industrial,rent,1041.0,115399.63,136972.04,,,San Luis Potosí,San Luis Potosí,lomas-carranza,organic,20,4,false,0.6757,2025-11-05T00:00:00.000000
257,investor,large,healthcare,Retail,sale,1320.4,,,57869872.6,74272677.31,San Luis Potosí,San Luis Potosí,lomas-carranza,organic,9,5,false,0.0954,2025-02-28T00:00:00.000000
258,broker,medium,retail,Industrial,rent,1294.3,170660.88,233643.15,,,CDMX,Benito Juárez,del-valle-narvarte,organic,1,14,false,0.1554,2026-06-23T00:00:00.000000
259,broker,medium,retail,Industrial,rent,199.3,24588.81,30939.59,,,Querétaro,Querétaro,centro-queretaro,paid,17,81,false,0.6369,2025-10-17T00:00:00.000000
260,tenant_direct,small,other,Industrial,both,384.9,44887.61,51074.32,8079769.86,10906093.8,Yucatán,Mérida,paseo-montejo,referral,3,2,false,0.7419,2026-04-29T00:00:00.000000
261,broker,large,healthcare,Office,sale,313.1,,,,25435332.13,Nuevo León,Monterrey,macroplaza,organic,2,6,true,0.5675,2025-12-10T00:00:00.000000
262,investor,medium,other,Land,rent,592.1,23379.42,27030.49,,,Nuevo León,San Pedro Garza García,vasconcelos-calzada,organic,8,0,false,0.2752,2026-01-20T00:00:00.000000
263,broker,small,technology,Office,rent,368.4,96952.69,129862.47,,,Chihuahua,Chihuahua,centro-chihuahua,paid,44,11,false,0.4405,2025-01-01T00:00:00.000000
264,broker,enterprise,retail,Office,both,333.1,83486.82,106092.12,15027627.86,18667461.43,Estado de México,Toluca,metepec-toluca,email,0,0,false,0.6853,2026-04-22T00:00:00.000000
265,investor,medium,retail,Industrial,sale,1086.1,,,25386298.94,34006686.8,Querétaro,Querétaro,centro-queretaro,referral,7,1,false,0.3154,2025-01-21T00:00:00.000000
266,broker,small,retail,Industrial,both,418.4,51664.59,69411.22,9299625.38,13269114.9,CDMX,Miguel Hidalgo,polanco,social,32,56,true,0.1479,2025-04-30T00:00:00.000000
267,broker,medium,manufacturing,Office,rent,426.1,121710.12,171132.84,,,Jalisco,Zapopan,andares-puerta-hierro,event,0,0,false,0.5176,2025-04-11T00:00:00.000000
268,broker,enterprise,retail,Industrial,sale,522.1,,,11900104.5,15123136.65,Sonora,Hermosillo,centenario-colosio,paid,54,5,false,0.8084,2026-04-20T00:00:00.000000
269,broker,enterprise,financial,Industrial,rent,628.2,77363.58,108447.63,,,Puebla,Puebla,angelopolis-lomas,paid,0,0,true,0.2631,2026-02-13T00:00:00.000000
270,broker,medium,retail,Industrial,rent,630.8,72861.71,447492.21,,,Guanajuato,León,centro-leon,paid,34,0,false,0.3452,2025-06-18T00:00:00.000000
271,broker,enterprise,logistics,Office,sale,1163.2,,,60349808.22,82341922.23,CDMX,Cuauhtémoc,,event,0,0,false,0.3739,2026-02-05T00:00:00.000000
272,broker,enterprise,healthcare,Retail,sale,158.1,,,6214048.33,9016917.73,Sonora,Hermosillo,centenario-colosio,organic,0,9,true,0.8485,2025-05-15T00:00:00.000000
273,broker,large,logistics,Industrial,rent,490.5,55863.18,81921.19,,,Jalisco,Guadalajara,americana-chapultepec,social,0,1,false,0.9268,2025-08-15T00:00:00.000000
274,tenant_direct,,retail,Retail,rent,363.3,88007.37,127326.09,,,Querétaro,Querétaro,juriquilla-juncos,referral,0,14,false,0.5831,2025-09-27T00:00:00.000000
